topic,category,participant_id,descriptions,difficulty_rating,image,is_data_visualization,languages,minivlat_answers,minivlat_time,reaction_times,self_understanding,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,CLIPScore,colour_terms,numbers_raw_count,hedge_terms,trend_terms
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",dc306bccfc0e16257d7f48e7,"This is a pie graph showing the occupations of Nash in 1881. The bulk of the graph is agriculture, with the slice colored golden yellow, taking up 40% of the total and numbering 64. The next largest slice is textiles and clothing, colored navy blue, taking up 31% of the graph and numbering 50. Next is domestic services at 10%, colored gray, and numbering 16. Following that is no specific occupation, taking up 6%, colored dark gray, and numbering 9. After that is food and lodging with 5%, colored green, and numbering 8. Next is tradesman with 4%, colored blue, and numbering 7. Following that is local professionals at 2%, colored orange, and numbering 4. The last two slices, local government and other, both are 1% and number 2. The local government slice is colored light blue and the slice labeled other is colored brown.",3,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,5744,4,31.39386667,"Nash, Buckinghamshire",2,second,11,180,The Occupational Structure of Nash as shown by the Census of 1881.,,830,13,0,0.5227272727,,0.5121126175,0.1880338788,,,1.247,2,17,0,4
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",780d415c803fab1b4d005fd8,"This is a pie chart of the occupational structure of Nash, Buckinghamshire in 1881. The chart shows agriculture employs most people, about 40%. Then textiles and clothing 31%, domestic services 10%, no specific occupation 6%, food and lodging 5%, tradesman 4%, local professionals 2%, local government 1%, and other 1%.",2,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.1115,444133,4,39.64428333,"Nash, Buckinghamshire",0,first,10,71,The Occupational Structure of Nash as shown by the Census of 1881.,,319,13,0,0.5609756098,,0.7543836236,0.07336805761,,,1.153,0,10,1,1
Medicare (Australia),Medicare (Australia) / Funding of scheme,780d415c803fab1b4d005fd8,"This is a bar chart of total health spending per capita, in US dollars PPP-adjusted, of Australia compared to other first world nations of Canada, France, Germany, Japan, Switzerland, UK, and US. It has four bars for each country. The four bars represents the years 1995, 2000, 2005, and 2007. The overall data shows US has the highest per capita expenditure. Then Switzerland. Canada, France and Germany have similar expenditures, and Australia has pretty much similar expenditure to them. UK and Japan have the lowest expenditures.",3,train-0-1840.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.1115,438610,4,39.64428333,Medicare (Australia),1,first,10,106,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,533,22,0,0.7111111111,,0.7483315468,-0.01088150218,,,0.8193,0,4,0,2
Medicare (Australia),Medicare (Australia) / Funding of scheme,780d415c803fab1b4d005fd8,"This is a bar chart of total health spending per capita, in US dollars PPP-adjusted, of Australia compared to other first world nations of Canada, France, Germany, Japan, Switzerland, UK, and US. It has four bars for each country. The four bars represent the years 1995, 2000, 2005, and 2007. The overall data shows US has the highest per capita expenditure. Then Switzerland. Canada, France and Germany have similar expenditures, and Australia has pretty much similar expenditure to them. UK and Japan have the lowest expenditures.",3,train-0-1840.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.1115,18282,4,39.64428333,Medicare (Australia),1,second,10,106,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,532,22,0,0.7111111111,,0.7533844709,-0.01368100569,,,0.8213,0,4,0,2
Vietnamese name,Vietnamese name / Family name,780d415c803fab1b4d005fd8,"This is a pie chart of the distribution of Vietnamese family names. The chart shows Nguyen family name represent highest percentage of people, 39%. Then Tran 11%, Le 10%, Pham 7%, Huynh/Hong 5%, Ngo 5%. There are few other family names that are lower end of the spectrum.",3,train-0-9265.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.1115,406910,4,39.64428333,Vietnamese name,2,first,10,63,Distribution of Vietnamese family names,,271,5,0,0.4210526316,,0.8225941658,0.1913960576,,,0.6743,0,6,1,2
Vietnamese name,Vietnamese name / Family name,780d415c803fab1b4d005fd8,"This is a pie chart of the distribution of Vietnamese family names. The chart shows Nguyen family name represents highest percentage of people, 39%. Then Tran 11%, Le 10%, Pham 7%, Huynh/Hong 5%, Ngo 5%. There are few other family names that are lower end of the spectrum.",3,train-0-9265.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.1115,20290,4,39.64428333,Vietnamese name,2,second,10,63,Distribution of Vietnamese family names,,272,5,0,0.4210526316,,0.8238788843,0.1924424171,,,0.6733,0,6,1,2
Health care in France,Health care in France / Spending,d443e9f3f84050c95ab7515f,"The image shows the spending as a percentage of GDP for the years 2005, 2006, 2007, and 2008 for the following countries: France, Germany, Hungary, Ireland, Italy, Netherlands, and the United Kingdom.",3,train-0-24427.JPG,TRUE,English and Spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",10.95565,219318,4,34.23248333,Health care in France,0,first,10,43,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,200,21,0,0.7,,0.6902976632,0.002722881734,,,0.6567,0,4,0,0
Medicare (Australia),Medicare (Australia) / Funding of scheme,d443e9f3f84050c95ab7515f,"The image shows the health expenditure per capita for the years 1995, 2000, 2005, and 2007 for Australia, Canada, France, Germany, Japan, Switzerland, U.K, and the U.S with the information shown as a data graph. All countries show an increase of spending compared to their previous years.",3,train-0-1840.png,TRUE,English and Spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",10.95565,396478,4,34.23248333,Medicare (Australia),1,first,10,59,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,288,22,0,0.6744186047,,0.7701440454,0.05999781191,,,0.7983,0,4,0,1
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,d443e9f3f84050c95ab7515f,The image shows data in a line graph showing the data for maximum capital gains tax rate in a blue dotted line and % change in Real GDP for the years of 1950-2011 in a solid red line showing a correlation of 0.12. Data was found by Leonard E. Burman.,5,train-0-24650.jpg,TRUE,English and Spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 4', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",10.95565,308666,4,34.23248333,Capital gains tax in the United States,2,first,10,52,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,250,45,0,0.7674418605,,0.6535044909,0.1524481922,,,0.885,2,4,0,2
Ebola virus epidemic in Sierra Leone,Ebola virus epidemic in Sierra Leone / 2014 Outbreak started / Spring 2014: Early cases,c3f821fd17f915a773433ae4,It shows a weekly case of Ebola in Sierra Leone on Wikipedia's 2014 West Africa timeline of reported cases and deaths.,3,train-0-9040.png,TRUE,English,"{'question1': 'True', 'question10': '$0.63', 'question11': '1 to 3', 'question12': 'True', 'question2': 'USA', 'question3': '20-30 km', 'question4': 'False', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$47.02', 'question9': '40.51 Mbps'}",0.5263333333,61036,2,3.27025,Ebola virus epidemic in Sierra Leone,0,first,1,23,The reported weekly cases of Ebola in Sierra Leone as listed on Wikipedia's 2014 Ebola Virus in West Africa timeline of reported cases and deaths; some values are interpolated.,,118,32,0,0.8378378378,,0.9363161325,0.04040892422,,,0.7954,0,1,0,0
Spooks (series 2),Spooks (series 2) / Broadcast and reception / Broadcast and ratings,c3f821fd17f915a773433ae4,"The ratings for ""Spooks"" series 2 and the graph shows medium around 6-8 viewers in millions.",4,train-0-33562.jpg,TRUE,English,"{'question1': 'True', 'question10': '$0.63', 'question11': '1 to 3', 'question12': 'True', 'question2': 'USA', 'question3': '20-30 km', 'question4': 'False', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$47.02', 'question9': '40.51 Mbps'}",0.5263333333,51077,2,3.27025,Spooks (series 2),1,first,1,19,Ratings for the second series.,,92,6,0,0.4666666667,,0.455824852,0.1826135218,,,0.8066,0,3,1,0
Team building,Team building / Effectiveness,c3f821fd17f915a773433ae4,The data shows effects of team building strategies on intervals.,3,train-0-30594.png,TRUE,English,"{'question1': 'True', 'question10': '$0.63', 'question11': '1 to 3', 'question12': 'True', 'question2': 'USA', 'question3': '20-30 km', 'question4': 'False', 'question5': '25.3%', 'question6': 'Seoul', 'question7': '$4.5', 'question8': '$47.02', 'question9': '40.51 Mbps'}",0.5263333333,16526,2,3.27025,Team building,2,first,1,11,"Effects of team building strategies on all four outcomes, with 10% and 90% credibility intervals [11]",,64,21,0,0.6451612903,,0.7053171992,0.02810625918,,,0.711,0,0,0,0
Hispanics in the United States Navy,Hispanics in the United States Navy / Increase in Hispanic enlistment,62f4c3b6b33ab783d042017c,it shows the increase of hispanics enlisting in all of the different military branches from 1977 to 2006,1,train-0-38473.jpg,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.025,88033,5,15.35916667,Hispanics in the United States Navy,0,first,9,18,"Trend of Hispanic enlistment
 (Source: Department of Defense, Population Representation in the Military Services, Fiscal Year 2004; and data provided by the Office of the Deputy Under Secretary of Defense).",,104,37,0,0.4255319149,,0.7838206887,0.01761883311,,,0.738,0,2,0,1
Demographic dividend,Demographic dividend / Four mechanisms for growth in the demographic dividend,62f4c3b6b33ab783d042017c,"it shows 4 mechanisms for growth in east asia, usa, sub-saharan africa, south asia and europde",4,train-0-38794.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.025,126867,5,15.35916667,Demographic dividend,1,first,9,19,"Inverse dependency ratio (workers per dependent) in world regions, 1950–2050 (historical and projected).",,94,19,0,0.4324324324,,0.3378248513,0.06383089721,,,0.65,0,1,0,0
2014 Ontario general election,2014 Ontario general election / Opinion polls / General opinion polls,62f4c3b6b33ab783d042017c,"a graph showing polling from may 1st to june 12th. It shows the Liberal, pc, NDP and green voters",5,train-0-25953.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.025,182247,5,15.35916667,2014 Ontario general election,2,first,9,22,Evolution of voting intentions during the 2014 Ontario general election campaign. Dots represent results of individual polls. Lines connect successive polls by the same polling firm. Dashes on June 12 represent election results.,,97,37,0,0.7027027027,,0.4737802446,0.06296097487,,,0.792,1,0,1,0
Team building,Team building / Effectiveness,3dcaee641518ba213b53147b,"The image is a bar chart showing the effectiveness of team building. On average, the employees have a 90% credibility interval and a 10% credibility interval.",5,train-0-30594.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.394416667,170182,1,18.42973333,Team building,0,first,9,31,"Effects of team building strategies on all four outcomes, with 10% and 90% credibility intervals [11]",,158,21,0,0.7878787879,,0.5880777836,0.05417190492,,,0.693,0,2,0,0
Angus Maddison statistics of the ten largest economies by GDP (PPP),Angus Maddison statistics of the ten largest economies by GDP (PPP),3dcaee641518ba213b53147b,"The image is a scatterplot showing the top ten largest GDP shares in the world; between India, China, West Europe the Middle East, and the the USA.",5,train-0-22851.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.394416667,148645,1,18.42973333,Angus Maddison statistics of the ten largest economies by GDP (PPP),1,first,9,32,The global contribution to world's GDP by major economies from 1 AD to 2008 AD according to Angus Maddison's estimates.[1],,148,26,0,0.5681818182,,0.4937747717,0.1060480922,,,0.8643,0,0,0,2
